import time: self [us] | cumulative | imported package
import time:        66 |         66 |                     scipy.linalg._cblas
import time:        47 |         47 |                     scipy.linalg._fblas_64
import time:       335 |       1559 |                   scipy.linalg.blas
import time:       781 |        781 |                     scipy.linalg._flapack
import time:        58 |         58 |                     scipy.linalg._clapack
import time:        45 |         45 |                     scipy.linalg._flapack_64
import time:       452 |        452 |                     scipy._lib._util
import time:      1348 |       2682 |                   scipy.linalg.lapack
import time:       298 |       4538 |                 scipy.linalg.misc
import time:       192 |        192 |                     scipy.linalg._flinalg
import time:       194 |        386 |                   scipy.linalg.flinalg
import time:       341 |        341 |                   scipy.linalg.decomp
import time:       188 |        188 |                   scipy.linalg.decomp_svd
import time:       308 |        308 |                   scipy.linalg._solve_toeplitz
import time:       392 |       1612 |                 scipy.linalg.basic
import time:       172 |        172 |                 scipy.linalg.decomp_lu
import time:       175 |        175 |                 scipy.linalg._decomp_ldl
import time:       159 |        159 |                 scipy.linalg.decomp_cholesky
import time:       167 |        167 |                 scipy.linalg.decomp_qr
import time:       181 |        181 |                 scipy.linalg._decomp_qz
import time:       344 |        344 |                 scipy.linalg.decomp_schur
import time:       153 |        153 |                 scipy.linalg._decomp_polar
import time:       241 |        241 |                   scipy.linalg.special_matrices
import time:       186 |        186 |                   scipy.linalg._expm_frechet
import time:       276 |        276 |                     scipy.linalg._matfuncs_sqrtm_triu
import time:       208 |        484 |                   scipy.linalg._matfuncs_sqrtm
import time:       244 |       1154 |                 scipy.linalg.matfuncs
import time:       233 |        233 |                 scipy.linalg._solvers
import time:       140 |        140 |                 scipy.linalg._procrustes
import time:       368 |        368 |                   scipy.linalg.cython_blas
import time:      1355 |       1355 |                   scipy.linalg.cython_lapack
import time:       302 |       2024 |                 scipy.linalg._decomp_update
import time:       221 |        221 |                       scipy.sparse.sputils
import time:       510 |        731 |                     scipy.sparse.base
import time:       233 |        233 |                       scipy.sparse._sparsetools
import time:       297 |        297 |                         scipy.sparse.data
import time:       249 |        249 |                         scipy.sparse.dia
import time:       221 |        221 |                         scipy.sparse._index
import time:       527 |       1292 |                       scipy.sparse.compressed
import time:       265 |       1789 |                     scipy.sparse.csr
import time:       308 |        308 |                     scipy.sparse.csc
import time:       688 |        688 |                       scipy.sparse._csparsetools
import time:       307 |        995 |                     scipy.sparse.lil
import time:       317 |        317 |                     scipy.sparse.dok
import time:       356 |        356 |                     scipy.sparse.coo
import time:       330 |        330 |                     scipy.sparse.bsr
import time:       249 |        249 |                     scipy.sparse.construct
import time:       141 |        141 |                     scipy.sparse.extract
import time:       147 |        147 |                     scipy.sparse._matrix_io
import time:       209 |        209 |                       scipy.sparse.csgraph._laplacian
import time:       233 |        233 |                           scipy.sparse.csgraph._tools
import time:       178 |        410 |                         scipy.sparse.csgraph._validation
import time:       343 |        753 |                       scipy.sparse.csgraph._shortest_path
import time:       230 |        230 |                       scipy.sparse.csgraph._traversal
import time:       339 |        339 |                       scipy.sparse.csgraph._min_spanning_tree
import time:       307 |        307 |                       scipy.sparse.csgraph._flow
import time:       286 |        286 |                       scipy.sparse.csgraph._matching
import time:       314 |        314 |                       scipy.sparse.csgraph._reordering
import time:       256 |       2691 |                     scipy.sparse.csgraph
import time:       557 |       8605 |                   scipy.sparse
import time:       163 |       8767 |                 scipy.linalg._sketches
import time:       211 |        211 |                 scipy.linalg._decomp_cossin
import time:       385 |      20409 |               scipy.linalg
import time:        24 |      20433 |             scipy.linalg.cython_blas
import time:      9001 |      29433 |           numba.np.arraymath
import time:       519 |        519 |                 numba.cpython.mathimpl
import time:       459 |        977 |               numba.cpython.cmathimpl
import time:       537 |       1514 |             numba.np.npyfuncs
import time:       684 |       2197 |           numba.np.npdatetime
import time:       248 |        248 |             numba.np.ufunc_db
import time:      2900 |       3148 |           numba.np.npyimpl
import time:       208 |        208 |           numba.cpython.printimpl
import time:      1009 |       1009 |           numba.cpython.randomimpl
import time:       159 |        159 |           numba.misc.cffiimpl
import time:       425 |        425 |           numba.core.runtime.context
import time:   3724497 |    4300063 |         thor.orbits.kepler
import time:       145 |        145 |               spiceypy.utils
import time:     12088 |      12088 |                 spiceypy.utils.exceptions
import time:      1097 |      13184 |               spiceypy.utils.support_types
import time:       235 |        235 |                 ctypes.util
import time:       473 |        473 |                 spiceypy.utils.callbacks
import time:     12018 |      12725 |               spiceypy.utils.libspicehelper
import time:       241 |        241 |               spiceypy.config
import time:      8898 |      35192 |             spiceypy.spiceypy
import time:       731 |      35923 |           spiceypy
import time:       217 |        217 |                             urllib3.packages.ssl_match_hostname
import time:       179 |        395 |                           urllib3.packages
import time:      1315 |       1710 |                         urllib3.packages.six
import time:       113 |       1823 |                       urllib3.packages.six.moves
import time:        77 |       1899 |                     urllib3.packages.six.moves.http_client
import time:      1091 |       2989 |                   urllib3.exceptions
import time:       155 |        155 |                   urllib3._version
import time:       153 |        153 |                             urllib3.contrib
import time:       197 |        197 |                             urllib3.contrib._appengine_environ
import time:       242 |        242 |                             urllib3.util.wait
import time:       372 |        963 |                           urllib3.util.connection
import time:       257 |        257 |                                 brotli._brotli
import time:       753 |       1010 |                               brotli.brotli
import time:       230 |       1239 |                             brotli
import time:       200 |       1439 |                           urllib3.util.request
import time:       207 |        207 |                           urllib3.util.response
import time:       617 |        617 |                           urllib3.util.retry
import time:     11989 |      11989 |                             urllib3.util.url
import time:       252 |        252 |                             urllib3.util.ssltransport
import time:       336 |      12576 |                           urllib3.util.ssl_
import time:       202 |        202 |                           urllib3.util.timeout
import time:       270 |      16271 |                         urllib3.util
import time:       155 |      16426 |                       urllib3.util.proxy
import time:       344 |        344 |                       urllib3._collections
import time:       575 |      17343 |                     urllib3.connection
import time:       123 |        123 |                             winreg
import time:       329 |        452 |                           mimetypes
import time:       267 |        719 |                         urllib3.fields
import time:       176 |        894 |                       urllib3.filepost
import time:        43 |         43 |                         urllib3.packages.six.moves.urllib
import time:        56 |         99 |                       urllib3.packages.six.moves.urllib.parse
import time:       211 |       1202 |                     urllib3.request
import time:       463 |        463 |                     urllib3.response
import time:       179 |        179 |                     urllib3.util.queue
import time:       574 |      19759 |                   urllib3.connectionpool
import time:       859 |        859 |                   urllib3.poolmanager
import time:       422 |      24184 |                 urllib3
import time:       228 |        228 |                       chardet.enums
import time:       175 |        175 |                       chardet.charsetprober
import time:       174 |        577 |                     chardet.charsetgroupprober
import time:       155 |        155 |                       chardet.codingstatemachine
import time:       171 |        171 |                       chardet.escsm
import time:       191 |        516 |                     chardet.escprober
import time:       173 |        173 |                     chardet.latin1prober
import time:       199 |        199 |                         chardet.mbcssm
import time:       171 |        370 |                       chardet.utf8prober
import time:       160 |        160 |                         chardet.mbcharsetprober
import time:       335 |        335 |                           chardet.euctwfreq
import time:       208 |        208 |                           chardet.euckrfreq
import time:       250 |        250 |                           chardet.gb2312freq
import time:       317 |        317 |                           chardet.big5freq
import time:       283 |        283 |                           chardet.jisfreq
import time:       582 |       1971 |                         chardet.chardistribution
import time:       352 |        352 |                         chardet.jpcntx
import time:       199 |       2680 |                       chardet.sjisprober
import time:       186 |        186 |                       chardet.eucjpprober
import time:       163 |        163 |                       chardet.gb2312prober
import time:       197 |        197 |                       chardet.euckrprober
import time:       160 |        160 |                       chardet.cp949prober
import time:       182 |        182 |                       chardet.big5prober
import time:       150 |        150 |                       chardet.euctwprober
import time:       228 |       4313 |                     chardet.mbcsgroupprober
import time:       175 |        175 |                       chardet.hebrewprober
import time:       325 |        325 |                         chardet.sbcharsetprober
import time:       336 |        660 |                       chardet.langbulgarianmodel
import time:       323 |        323 |                       chardet.langgreekmodel
import time:       312 |        312 |                       chardet.langhebrewmodel
import time:      1896 |       1896 |                       chardet.langrussianmodel
import time:       437 |        437 |                       chardet.langthaimodel
import time:       349 |        349 |                       chardet.langturkishmodel
import time:       286 |       4434 |                     chardet.sbcsgroupprober
import time:       572 |      10583 |                   chardet.universaldetector
import time:       153 |        153 |                   chardet.version
import time:       257 |      10992 |                 chardet
import time:       697 |        697 |                 requests.exceptions
import time:       152 |        152 |                 requests.__version__
import time:       370 |        370 |                         importlib.resources
import time:       190 |        560 |                       certifi.core
import time:       184 |        743 |                     certifi
import time:       126 |        869 |                   requests.certs
import time:       117 |        117 |                       simplejson
import time:      4174 |       4174 |                       http.cookiejar
import time:      1751 |       1751 |                       http.cookies
import time:       209 |       6249 |                     requests.compat
import time:       142 |       6390 |                   requests._internal_utils
import time:       427 |        427 |                   requests.cookies
import time:       234 |        234 |                   requests.structures
import time:       933 |       8852 |                 requests.utils
import time:       177 |        177 |                     idna.package_data
import time:       322 |        322 |                       idna.idnadata
import time:       147 |        147 |                       idna.intranges
import time:       811 |       1280 |                     idna.core
import time:       232 |       1688 |                   idna
import time:      1824 |       3511 |                 requests.packages
import time:       328 |        328 |                     stringprep
import time:       317 |        644 |                   encodings.idna
import time:       140 |        140 |                   requests.hooks
import time:       292 |        292 |                   requests.auth
import time:       494 |        494 |                   requests.status_codes
import time:       509 |       2077 |                 requests.models
import time:       586 |        586 |                         socks
import time:       310 |        895 |                       urllib3.contrib.socks
import time:       329 |       1224 |                     requests.adapters
import time:       474 |       1698 |                   requests.sessions
import time:       182 |       1879 |                 requests.api
import time:       669 |      53009 |               requests
import time:       383 |      53391 |             thor.utils.io
import time:       173 |        173 |             thor.utils.spice
import time:       165 |        165 |             thor.utils.astropy
import time:        68 |         68 |                       astroquery._compiler
import time:        50 |         50 |                       astroquery.cython_version
import time:       288 |        405 |                     astroquery.version
import time:     39625 |      40029 |                   astroquery._astropy_init
import time:       259 |      40288 |                 astroquery
import time:       222 |        222 |                     getpass
import time:      2466 |       2466 |                         configparser
import time:      1209 |       1209 |                           importlib.metadata
import time:       265 |        265 |                           keyring.credentials
import time:       312 |        312 |                           keyring.errors
import time:       153 |        153 |                           keyring.util
import time:       251 |        251 |                           keyring.util.properties
import time:       618 |       2804 |                         keyring.backend
import time:       180 |        180 |                         keyring.util.platform_
import time:       134 |        134 |                         keyring.backends
import time:       220 |        220 |                         keyring.backends.fail
import time:       442 |       6243 |                       keyring.core
import time:       205 |       6448 |                     keyring
import time:        56 |         56 |                         six.moves.urllib
import time:       242 |        297 |                       astroquery.utils.progressbar
import time:        65 |         65 |                           six.moves.urllib_error
import time:       319 |        319 |                           astroquery.exceptions
import time:       517 |        900 |                         astroquery.utils.commons
import time:       279 |       1179 |                       astroquery.utils.download_file_list
import time:       190 |        190 |                       astroquery.utils.class_or_instance
import time:       132 |        132 |                         astroquery.utils.docstr_chompers
import time:       169 |        301 |                       astroquery.utils.process_asyncs
import time:       191 |       2156 |                     astroquery.utils
import time:       137 |        137 |                     astroquery.utils.system_tools
import time:       467 |       9428 |                   astroquery.query
import time:      2931 |      12359 |                 astroquery.jplhorizons.core
import time:      1631 |      54276 |               astroquery.jplhorizons
import time:       189 |      54465 |             thor.utils.horizons
import time:       280 |        280 |             thor.utils.mpc
import time:       181 |        181 |             thor.utils.ades
import time:       195 |        195 |             thor.utils.linkages
import time:       130 |        130 |             thor.utils.logging
import time:       379 |     109355 |           thor.utils
import time:       329 |     145606 |         thor.orbits.state
import time:       366 |        366 |         thor.orbits.orbits
import time:   2658588 |    2658588 |             thor.coordinates.coordinate_transforms
import time:       163 |    2658751 |           thor.coordinates
import time:    137156 |     137156 |           thor.orbits.stumpff
import time:    968197 |    3764103 |         thor.orbits.universal_propagate
import time:   1988908 |    1988908 |         thor.orbits.aberrations
import time:       319 |        319 |         thor.orbits.universal_ephemeris
import time:       206 |        206 |                   thor.vectors.vectors
import time:       127 |        332 |                 thor.vectors
import time:       154 |        154 |                   thor.projections.gnomonic
import time:       127 |        281 |                 thor.projections
import time:       191 |        803 |               thor.orbit
import time:       365 |       1167 |             thor.backend.backend
import time:       202 |        202 |                 thor.observatories.state
import time:       123 |        325 |               thor.observatories
import time:       209 |        533 |             thor.backend.mjolnir
import time:       702 |        702 |               pyoorb
import time:       238 |        939 |             thor.backend.pyoorb
import time:       276 |        276 |             thor.backend.findorb
import time:       167 |       3080 |           thor.backend
import time:       144 |       3223 |         thor.orbits.propagate
import time:       153 |        153 |         thor.orbits.ephemeris
import time:       169 |        169 |         thor.orbits.iterators
import time:       117 |        117 |           thor.orbits.gibbs
import time:       109 |        109 |           thor.orbits.herrick_gibbs
import time:       187 |        411 |         thor.orbits.gauss
import time:    596147 |     596147 |         thor.orbits.lambert
import time:       523 |        523 |                     scipy.spatial.ckdtree
import time:       389 |        912 |                   scipy.spatial.kdtree
import time:       229 |        229 |                     scipy._lib.messagestream
import time:       834 |       1063 |                   scipy.spatial.qhull
import time:       258 |        258 |                     scipy.spatial._voronoi
import time:       253 |        511 |                   scipy.spatial._spherical_voronoi
import time:       870 |        870 |                     scipy._lib.decorator
import time:       597 |       1467 |                   scipy.spatial._plotutils
import time:       161 |        161 |                   scipy.spatial._procrustes
import time:      1807 |       1807 |                       scipy.spatial._distance_wrap
import time:       251 |        251 |                       scipy.spatial._hausdorff
import time:       261 |        261 |                         scipy.special.sf_error
import time:       204 |        204 |                           scipy.special._ufuncs_cxx
import time:       526 |        730 |                         scipy.special._ufuncs
import time:       229 |        229 |                           scipy.special.specfun
import time:       515 |        515 |                           scipy.special.orthogonal
import time:       178 |        178 |                           scipy.special._comb
import time:       414 |       1334 |                         scipy.special._basic
import time:       157 |        157 |                         scipy.special._logsumexp
import time:       141 |        141 |                         scipy.special.spfun_stats
import time:       216 |        216 |                           scipy.special._ellip_harm_2
import time:       170 |        386 |                         scipy.special._ellip_harm
import time:       135 |        135 |                         scipy.special._lambertw
import time:       137 |        137 |                         scipy.special._spherical_bessel
import time:       405 |       3681 |                       scipy.special
import time:       632 |       6369 |                     scipy.spatial.distance
import time:       161 |       6530 |                   scipy.spatial._geometric_slerp
import time:       144 |        144 |                       backports_abc
import time:      3702 |       3702 |                           scipy.constants.codata
import time:       343 |        343 |                           scipy.constants.constants
import time:      1011 |       5055 |                         scipy.constants
import time:       171 |       5226 |                       scipy.spatial.transform._rotation_groups
import time:       611 |       5980 |                     scipy.spatial.transform.rotation
import time:       260 |        260 |                     scipy.spatial.transform._rotation_spline
import time:       186 |       6425 |                   scipy.spatial.transform
import time:       274 |      17337 |                 scipy.spatial
import time:        26 |      17363 |               scipy.spatial.distance
import time:       147 |        147 |                   scipy.ndimage._ni_support
import time:       242 |        242 |                   scipy.ndimage._nd_image
import time:       168 |        168 |                     scipy._lib.doccer
import time:       292 |        460 |                   scipy.ndimage._ni_docstrings
import time:      2604 |       3451 |                 scipy.ndimage.filters
import time:       180 |        180 |                 scipy.ndimage.fourier
import time:      1346 |       1346 |                 scipy.ndimage.interpolation
import time:       400 |        400 |                   scipy.ndimage._ni_label
import time:       296 |        296 |                   scipy.ndimage.morphology
import time:       459 |       1155 |                 scipy.ndimage.measurements
import time:       275 |       6405 |               scipy.ndimage
import time:       335 |        335 |                   scipy.stats._distr_params
import time:       203 |        203 |                         scipy.optimize.minpack2
import time:       282 |        484 |                       scipy.optimize.linesearch
import time:       257 |        257 |                               scipy.sparse.linalg.isolve._iterative
import time:       437 |        437 |                               scipy.sparse.linalg.interface
import time:       169 |        169 |                               scipy.sparse.linalg.isolve.utils
import time:       192 |        192 |                               scipy._lib._threadsafety
import time:      1467 |       2520 |                             scipy.sparse.linalg.isolve.iterative
import time:       222 |        222 |                             scipy.sparse.linalg.isolve.minres
import time:       337 |        337 |                               scipy.sparse.linalg.isolve._gcrotmk
import time:       189 |        526 |                             scipy.sparse.linalg.isolve.lgmres
import time:       238 |        238 |                             scipy.sparse.linalg.isolve.lsqr
import time:       188 |        188 |                             scipy.sparse.linalg.isolve.lsmr
import time:       406 |       4098 |                           scipy.sparse.linalg.isolve
import time:       325 |        325 |                               scipy.sparse.linalg.dsolve._superlu
import time:       148 |        148 |                                 scikits
import time:        27 |        174 |                               scikits.umfpack
import time:       400 |        899 |                             scipy.sparse.linalg.dsolve.linsolve
import time:       222 |        222 |                             scipy.sparse.linalg.dsolve._add_newdocs
import time:       242 |       1362 |                           scipy.sparse.linalg.dsolve
import time:       495 |        495 |                                 scipy.sparse.linalg.eigen.arpack._arpack
import time:       330 |        330 |                                   scipy.sparse.linalg.eigen.lobpcg.lobpcg
import time:       231 |        561 |                                 scipy.sparse.linalg.eigen.lobpcg
import time:       775 |       1830 |                               scipy.sparse.linalg.eigen.arpack.arpack
import time:       224 |       2053 |                             scipy.sparse.linalg.eigen.arpack
import time:       202 |       2255 |                           scipy.sparse.linalg.eigen
import time:       307 |        307 |                             scipy.sparse.linalg._expm_multiply
import time:       594 |        901 |                           scipy.sparse.linalg.matfuncs
import time:       259 |        259 |                           scipy.sparse.linalg._onenormest
import time:       182 |        182 |                           scipy.sparse.linalg._norm
import time:       284 |       9337 |                         scipy.sparse.linalg
import time:       351 |        351 |                         scipy.optimize._group_columns
import time:       287 |       9974 |                       scipy.optimize._numdiff
import time:       390 |        390 |                         scipy.optimize._hessian_update_strategy
import time:       380 |        769 |                       scipy.optimize._differentiable_functions
import time:       783 |      12009 |                     scipy.optimize.optimize
import time:       232 |        232 |                         scipy.optimize._trustregion
import time:       212 |        443 |                       scipy.optimize._trustregion_dogleg
import time:       199 |        199 |                       scipy.optimize._trustregion_ncg
import time:       608 |        608 |                           scipy.optimize._trlib._trlib
import time:       180 |        787 |                         scipy.optimize._trlib
import time:       163 |        950 |                       scipy.optimize._trustregion_krylov
import time:       271 |        271 |                       scipy.optimize._trustregion_exact
import time:       354 |        354 |                           scipy.optimize._constraints
import time:       147 |        147 |                                 sksparse
import time:        32 |        178 |                               sksparse.cholmod
import time:       232 |        409 |                             scipy.optimize._trustregion_constr.projections
import time:       214 |        214 |                             scipy.optimize._trustregion_constr.qp_subproblem
import time:       231 |        854 |                           scipy.optimize._trustregion_constr.equality_constrained_sqp
import time:       263 |        263 |                           scipy.optimize._trustregion_constr.canonical_constraint
import time:       380 |        380 |                           scipy.optimize._trustregion_constr.tr_interior_point
import time:       240 |        240 |                           scipy.optimize._trustregion_constr.report
import time:       510 |       2598 |                         scipy.optimize._trustregion_constr.minimize_trustregion_constr
import time:       192 |       2790 |                       scipy.optimize._trustregion_constr
import time:       272 |        272 |                         scipy.optimize._lbfgsb
import time:       300 |        572 |                       scipy.optimize.lbfgsb
import time:       183 |        183 |                         scipy.optimize.moduleTNC
import time:       260 |        443 |                       scipy.optimize.tnc
import time:       246 |        246 |                         scipy.optimize._cobyla
import time:       259 |        504 |                       scipy.optimize.cobyla
import time:       215 |        215 |                         scipy.optimize._slsqp
import time:       327 |        542 |                       scipy.optimize.slsqp
import time:       372 |       7080 |                     scipy.optimize._minimize
import time:       218 |        218 |                         scipy.optimize._minpack
import time:      1229 |       1229 |                               scipy.optimize._lsq.common
import time:       257 |       1486 |                             scipy.optimize._lsq.trf
import time:       246 |        246 |                             scipy.optimize._lsq.dogbox
import time:       362 |       2092 |                           scipy.optimize._lsq.least_squares
import time:       306 |        306 |                               scipy.optimize._lsq.givens_elimination
import time:       235 |        541 |                             scipy.optimize._lsq.trf_linear
import time:       197 |        197 |                             scipy.optimize._lsq.bvls
import time:       245 |        982 |                           scipy.optimize._lsq.lsq_linear
import time:       185 |       3259 |                         scipy.optimize._lsq
import time:       342 |       3817 |                       scipy.optimize.minpack
import time:       249 |        249 |                       scipy.optimize._spectral
import time:      2518 |       2518 |                       scipy.optimize.nonlin
import time:       286 |       6869 |                     scipy.optimize._root
import time:       173 |        173 |                         scipy.optimize._zeros
import time:       404 |        576 |                       scipy.optimize.zeros
import time:       257 |        833 |                     scipy.optimize._root_scalar
import time:       223 |        223 |                       scipy.optimize.__nnls
import time:       185 |        408 |                     scipy.optimize._nnls
import time:       341 |        341 |                     scipy.optimize._basinhopping
import time:       133 |        133 |                           scipy.optimize._highs
import time:       673 |        806 |                         scipy.optimize._highs._highs_wrapper
import time:       205 |        205 |                         scipy.optimize._highs._highs_constants
import time:       231 |       1241 |                       scipy.optimize._linprog_highs
import time:       280 |        280 |                                 scipy.linalg._interpolative
import time:       258 |        538 |                               scipy.linalg._interpolative_backend
import time:       197 |        734 |                             scipy.linalg.interpolative
import time:       195 |        928 |                           scipy.optimize._remove_redundancy
import time:       437 |       1365 |                         scipy.optimize._linprog_util
import time:       141 |        141 |                         sksparse
import time:       106 |        106 |                           scikits
import time:        23 |        128 |                         scikits.umfpack
import time:       402 |       2034 |                       scipy.optimize._linprog_ip
import time:       199 |        199 |                       scipy.optimize._linprog_simplex
import time:       418 |        418 |                         scipy.optimize._bglu_dense
import time:       229 |        646 |                       scipy.optimize._linprog_rs
import time:       186 |        186 |                       scipy.optimize._linprog_doc
import time:       279 |       4583 |                     scipy.optimize._linprog
import time:       173 |        173 |                       scipy.optimize._lsap_module
import time:       162 |        335 |                     scipy.optimize._lsap
import time:       379 |        379 |                     scipy.optimize._differentialevolution
import time:       140 |        140 |                       scipy.optimize._shgo_lib
import time:       218 |        218 |                       scipy.optimize._shgo_lib.sobol_seq
import time:       425 |        425 |                       scipy.optimize._shgo_lib.triangulation
import time:       412 |       1193 |                     scipy.optimize._shgo
import time:       325 |        325 |                     scipy.optimize._dual_annealing
import time:       213 |        213 |                     scipy.optimize._qap
import time:       393 |      34955 |                   scipy.optimize
import time:       344 |        344 |                     scipy.integrate._quadrature
import time:       270 |        270 |                       scipy.integrate._odepack
import time:       220 |        489 |                     scipy.integrate.odepack
import time:       265 |        265 |                       scipy.integrate._quadpack
import time:       381 |        645 |                     scipy.integrate.quadpack
import time:       249 |        249 |                       scipy.integrate.vode
import time:       203 |        203 |                       scipy.integrate._dop
import time:       210 |        210 |                       scipy.integrate.lsoda
import time:       738 |       1399 |                     scipy.integrate._ode
import time:       311 |        311 |                     scipy.integrate._bvp
import time:       243 |        243 |                           scipy.integrate._ivp.common
import time:       227 |        227 |                           scipy.integrate._ivp.base
import time:       292 |        760 |                         scipy.integrate._ivp.bdf
import time:       495 |        495 |                         scipy.integrate._ivp.radau
import time:       202 |        202 |                           scipy.integrate._ivp.dop853_coefficients
import time:       413 |        615 |                         scipy.integrate._ivp.rk
import time:       231 |        231 |                         scipy.integrate._ivp.lsoda
import time:       345 |       2442 |                       scipy.integrate._ivp.ivp
import time:       200 |       2642 |                     scipy.integrate._ivp
import time:       388 |        388 |                     scipy.integrate._quad_vec
import time:       286 |       6500 |                   scipy.integrate
import time:       259 |        259 |                     scipy.misc.doccer
import time:       201 |        201 |                     scipy.misc.common
import time:       218 |        678 |                   scipy.misc
import time:       168 |        168 |                   scipy.stats._constants
import time:      1240 |      43873 |                 scipy.stats._distn_infrastructure
import time:       380 |        380 |                           scipy.interpolate._fitpack
import time:       271 |        271 |                           scipy.interpolate.dfitpack
import time:       412 |       1062 |                         scipy.interpolate._fitpack_impl
import time:       317 |        317 |                           scipy.interpolate._bspl
import time:       317 |        633 |                         scipy.interpolate._bsplines
import time:       289 |       1983 |                       scipy.interpolate.fitpack
import time:       401 |        401 |                       scipy.interpolate.polyint
import time:       311 |        311 |                       scipy.interpolate._ppoly
import time:       546 |        546 |                       scipy.interpolate.fitpack2
import time:       394 |        394 |                       scipy.interpolate.interpnd
import time:      1050 |       4682 |                     scipy.interpolate.interpolate
import time:       236 |        236 |                     scipy.interpolate.rbf
import time:       343 |        343 |                     scipy.interpolate._cubic
import time:       207 |        207 |                     scipy.interpolate.ndgriddata
import time:       145 |        145 |                     scipy.interpolate._pade
import time:       289 |       5899 |                   scipy.interpolate
import time:      1505 |       1505 |                     scipy.special.cython_special
import time:       375 |       1879 |                   scipy.stats._stats
import time:       172 |        172 |                   scipy.stats._rvs_sampling
import time:       237 |        237 |                   scipy.stats._tukeylambda_stats
import time:       282 |        282 |                   scipy.stats._ksstats
import time:     70820 |      79288 |                 scipy.stats._continuous_distns
import time:     10236 |      10236 |                 scipy.stats._discrete_distns
import time:       296 |     133692 |               scipy.stats.distributions
import time:       193 |        193 |                   scipy._lib._bunch
import time:       476 |        668 |                 scipy.stats._stats_mstats_common
import time:      1746 |       2414 |               scipy.stats.mstats_basic
import time:       197 |        197 |                 scipy.stats._wilcoxon_data
import time:       320 |        516 |               scipy.stats._hypotests
import time:    123391 |     283778 |             scipy.stats.stats
import time:       451 |        451 |               scipy.stats.statlib
import time:       286 |        286 |               scipy.stats.contingency
import time:      2721 |       3457 |             scipy.stats.morestats
import time:       834 |        834 |             scipy.stats._binned_statistic
import time:       363 |        363 |               scipy.stats.mvn
import time:       488 |        851 |             scipy.stats.kde
import time:       359 |        359 |               scipy.stats.mstats_extras
import time:       288 |        646 |             scipy.stats.mstats
import time:      4940 |       4940 |             scipy.stats._multivariate
import time:       597 |     295101 |           scipy.stats
import time:       303 |     295403 |         thor.orbits.residuals
import time:       365 |        365 |               sklearn._config
import time:       190 |        190 |               sklearn._distributor_init
import time:       321 |        321 |                 sklearn.__check_build._check_build
import time:       219 |        539 |               sklearn.__check_build
import time:       427 |        427 |                   sklearn.utils.murmurhash
import time:       574 |        574 |                             _sysconfigdata__linux_x86_64-linux-gnu
import time:      2407 |       2981 |                           pydoc
import time:       377 |        377 |                           joblib.hashing
import time:       224 |        224 |                               joblib.disk
import time:       484 |        708 |                             joblib.logger
import time:       514 |       1222 |                           joblib.func_inspect
import time:       226 |        226 |                             joblib.backports
import time:       175 |        175 |                                 lz4
import time:       627 |        801 |                               joblib.compressor
import time:       275 |        275 |                               joblib.numpy_pickle_utils
import time:       345 |        345 |                               joblib.numpy_pickle_compat
import time:       489 |       1909 |                             joblib.numpy_pickle
import time:       803 |       2937 |                           joblib._store_backends
import time:       760 |       8274 |                         joblib.memory
import time:       422 |        422 |                           joblib._multiprocessing_helpers
import time:      1636 |       1636 |                               joblib._deprecated_my_exceptions
import time:       289 |       1925 |                             joblib.my_exceptions
import time:       183 |        183 |                                     joblib.externals
import time:       445 |        445 |                                     joblib.externals.loky._base
import time:       164 |        164 |                                               joblib.externals.loky.backend.compat_posix
import time:       194 |        357 |                                             joblib.externals.loky.backend.compat
import time:       302 |        659 |                                           joblib.externals.loky.backend.process
import time:       434 |       1092 |                                         joblib.externals.loky.backend.context
import time:       624 |        624 |                                         multiprocessing.synchronize
import time:       231 |       1946 |                                       joblib.externals.loky.backend
import time:        39 |       1984 |                                     joblib.externals.loky.backend.context
import time:       164 |        164 |                                       cPickle
import time:       238 |        238 |                                       joblib.externals.loky.backend._posix_reduction
import time:       179 |        179 |                                           joblib.externals.cloudpickle.compat
import time:       156 |        156 |                                           typing_extensions
import time:       567 |        901 |                                         joblib.externals.cloudpickle.cloudpickle
import time:       456 |        456 |                                         joblib.externals.cloudpickle.cloudpickle_fast
import time:       240 |       1596 |                                       joblib.externals.cloudpickle
import time:       438 |       2434 |                                     joblib.externals.loky.backend.reduction
import time:       336 |        336 |                                         joblib.externals.loky.backend.queues
import time:       160 |        160 |                                           psutil
import time:       249 |        408 |                                         joblib.externals.loky.backend.utils
import time:       141 |        141 |                                         psutil
import time:      1021 |       1904 |                                       joblib.externals.loky.process_executor
import time:       314 |       2217 |                                     joblib.externals.loky.reusable_executor
import time:       279 |        279 |                                     joblib.externals.loky.cloudpickle_wrapper
import time:       362 |       7902 |                                   joblib.externals.loky
import time:        37 |       7938 |                                 joblib.externals.loky.backend
import time:       342 |        342 |                                     runpy
import time:       266 |        608 |                                   joblib.externals.loky.backend.spawn
import time:       331 |        938 |                                 joblib.externals.loky.backend.resource_tracker
import time:       456 |       9331 |                               joblib._memmapping_reducer
import time:       816 |        816 |                               multiprocessing.pool
import time:       438 |      10584 |                             joblib.pool
import time:       309 |        309 |                             joblib.executor
import time:       679 |      13497 |                           joblib._parallel_backends
import time:       580 |      14498 |                         joblib.parallel
import time:       373 |      23144 |                       joblib
import time:       252 |        252 |                         sklearn.utils.deprecation
import time:      1547 |       1798 |                       sklearn.utils.fixes
